name,released,metacritic,rating,ratings_count,playtime,Platform,Genre,Publisher,NA_Sales(MM),EU_Sales(MM),JP_Sales(MM),Other_Sales(MM),Global_Sales(MM),price,Platform_Group
Eco Creatures: Save the Forest,2007-08-23,55.0,0.0,3,0,DS,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03,,Handhelds
Night at the Museum: Battle of the Smithsonian,2009-05-05,50.0,0.0,1,5,DS,Action,Majesco Entertainment,0.12,0.18,0.0,0.04,0.34,,Handhelds
Night at the Museum: Battle of the Smithsonian,2009-05-05,50.0,0.0,1,5,Wii,Action,Majesco Entertainment,0.17,0.13,0.0,0.03,0.33,,Wii Series
Night at the Museum: Battle of the Smithsonian,2009-05-05,50.0,0.0,1,5,X360,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11,,Xbox Consoles
Summon Night: Twin Age,2008-06-03,73.0,0.0,1,0,DS,Role-Playing,Banpresto,0.07,0.0,0.05,0.01,0.13,,Handhelds
Achtung Panzer: Kharkov 1943,2009-09-11,70.0,0.0,1,0,PC,Strategy,Mamba Games,0.0,0.01,0.0,0.0,0.02,,PC
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,2005-10-10,71.0,0.0,2,0,GBA,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14,,Handhelds
Archer Maclean's Mercury,2008-12-04,75.0,0.0,3,0,PSP,Puzzle,Ignition Entertainment,0.17,0.24,0.0,0.14,0.56,,Handhelds
One Piece: Grand Battle,2005-03-17,69.0,0.0,2,0,PS,Fighting,Atari,0.0,0.0,0.46,0.03,0.49,,PlayStation Consoles
Destroy All Humans! Big Willy Unleashed,2008-03-04,53.0,0.0,4,0,Wii,Action,THQ,0.13,0.0,0.0,0.01,0.14,,Wii Series
Fullmetal Alchemist: Dual Sympathy,2006-12-12,58.0,0.0,2,0,DS,Role-Playing,Empire Interactive,0.05,0.0,0.04,0.0,0.09,,Handhelds
ToeJam & Earl III: Mission to Earth,2006-07-09,71.0,0.0,1,0,XB,Action,Sega,0.09,0.02,0.0,0.0,0.11,,Xbox Consoles
PoPoLoCrois,2005-11-29,66.0,0.0,3,0,PSP,Role-Playing,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,,Handhelds
Valhalla Knights,2007-04-17,53.0,0.0,3,0,PSP,Role-Playing,Rising Star Games,0.15,0.0,0.07,0.01,0.24,,Handhelds
The Mummy: Tomb of the Dragon Emperor,2008-07-22,38.0,0.0,2,0,PS2,Action,Vivendi Games,0.12,0.1,0.0,0.03,0.25,,PlayStation Consoles
The Mummy: Tomb of the Dragon Emperor,2008-07-22,38.0,0.0,2,0,Wii,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09,,Wii Series
The Mummy: Tomb of the Dragon Emperor,2008-07-22,38.0,0.0,2,0,DS,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09,,Handhelds
Cars Mater-National Championship,2007-10-29,60.0,0.0,3,0,DS,Racing,THQ,0.63,0.01,0.0,0.05,0.68,,Handhelds
Cars Mater-National Championship,2007-10-29,60.0,0.0,3,0,Wii,Racing,THQ,0.46,0.0,0.0,0.04,0.49,,Wii Series
Cars Mater-National Championship,2007-10-29,60.0,0.0,3,0,PS3,Racing,THQ,0.37,0.01,0.0,0.03,0.41,,PlayStation Consoles
Cars Mater-National Championship,2007-10-29,60.0,0.0,3,0,PS2,Racing,THQ,0.12,0.09,0.0,0.03,0.25,,PlayStation Consoles
Cars Mater-National Championship,2007-10-29,60.0,0.0,3,0,X360,Racing,THQ,0.13,0.0,0.0,0.01,0.15,,Xbox Consoles
Tokobot,2008-12-18,72.0,0.0,0,0,PSP,Platform,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,,Handhelds
Full Auto 2: Battlelines,2006-12-07,67.0,0.0,0,0,PS3,Racing,Sega,0.14,0.02,0.0,0.02,0.18,,PlayStation Consoles
Full Auto 2: Battlelines,2006-12-07,67.0,0.0,0,0,PSP,Racing,Sega,0.0,0.01,0.0,0.0,0.01,,Handhelds
The Munchables,2009-05-26,71.0,0.0,4,0,Wii,Action,Namco Bandai Games,0.17,0.0,0.0,0.01,0.19,,Wii Series
Cabelas Dangerous Hunts 2009,2008-09-23,42.0,0.0,1,0,Wii,Sports,Activision Value,0.36,0.0,0.0,0.03,0.38,,Wii Series
Cabelas Dangerous Hunts 2009,2008-09-23,42.0,0.0,1,0,PS2,Sports,Activision Value,0.09,0.07,0.0,0.02,0.18,,PlayStation Consoles
Cabelas Dangerous Hunts 2009,2008-09-23,42.0,0.0,1,0,X360,Sports,Activision,0.12,0.0,0.0,0.01,0.13,,Xbox Consoles
Cabelas Dangerous Hunts 2009,2008-09-23,42.0,0.0,1,0,PS3,Sports,Activision Value,0.12,0.0,0.0,0.01,0.13,,PlayStation Consoles
Class of Heroes,2008-06-26,61.0,0.0,2,0,PSP,Role-Playing,Acquire,0.06,0.0,0.08,0.01,0.14,,Handhelds
Fading Shadows,2008-03-07,62.0,0.0,1,0,PSP,Puzzle,Ivolgamus,0.03,0.0,0.0,0.0,0.04,,Handhelds
Crimson Sea,2006-02-01,78.0,0.0,0,0,XB,Action,Tecmo Koei,0.04,0.01,0.04,0.0,0.09,,Xbox Consoles
Tony Hawk's Pro Skater 2x,2005-07-11,78.0,0.0,1,0,XB,Sports,Activision,0.41,0.19,0.0,0.03,0.63,,Xbox Consoles
Battles of Prince of Persia,2005-12-06,64.0,0.0,3,0,DS,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12,,Handhelds
Destroy All Humans! Path of the Furon,2008-12-01,34.0,0.0,3,0,X360,Action,THQ,0.08,0.04,0.0,0.01,0.13,,Xbox Consoles
Destroy All Humans! Path of the Furon,2008-12-01,34.0,0.0,3,0,PS3,Action,THQ,0.0,0.08,0.0,0.01,0.09,,PlayStation Consoles
Mimana Iyar Chronicle,2009-02-26,45.0,0.0,1,0,PSP,Role-Playing,GungHo,0.07,0.0,0.01,0.01,0.09,,Handhelds
Dragoneer's Aria,2007-08-21,56.0,0.0,4,0,PSP,Role-Playing,Tecmo Koei,0.02,0.0,0.05,0.0,0.07,,Handhelds
Tony Hawk's Motion,2008-11-18,39.0,0.0,2,0,DS,Sports,Activision,0.19,0.0,0.0,0.02,0.21,,Handhelds
Colosseum: Road to Freedom,2005-07-20,56.0,0.0,3,0,PS2,Role-Playing,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,,PlayStation Consoles
Raven Squad: Operation Hidden Dagger,2009-08-25,39.0,0.0,4,0,X360,Shooter,Evolved Games,0.08,0.01,0.0,0.01,0.09,,Xbox Consoles
Raven Squad: Operation Hidden Dagger,2009-08-25,39.0,0.0,4,0,PC,Shooter,Evolved Games,0.01,0.0,0.0,0.0,0.01,,PC
Earth Defense Force 2017,2007-03-20,69.0,0.0,0,0,X360,Action,D3Publisher,0.04,0.01,0.03,0.0,0.08,,Xbox Consoles
Bleach: Dark Souls,2007-02-15,82.0,0.0,1,0,DS,Fighting,Sega,0.12,0.02,0.0,0.01,0.15,,Handhelds
Insecticide,2008-03-11,60.0,0.0,2,1,DS,Action,Gamecock,0.06,0.0,0.0,0.0,0.07,,Handhelds
Luxor: Pharaoh's Challenge,2007-11-20,53.0,0.0,1,0,Wii,Puzzle,Funsta,0.01,0.03,0.0,0.0,0.04,,Wii Series
Luxor: Pharaoh's Challenge,2007-11-20,53.0,0.0,1,0,DS,Puzzle,Funsta,0.0,0.01,0.0,0.0,0.01,,Handhelds
Bleach: The 3rd Phantom,2009-09-15,59.0,0.0,2,0,DS,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,,Handhelds
B-Boy,2006-09-26,53.0,0.0,1,0,PSP,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.05,,Handhelds
Inuyasha: Feudal Combat,2005-08-24,52.0,0.0,2,0,PS2,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,,PlayStation Consoles
Asphalt Urban GT 2,2006-11-14,42.0,0.0,1,0,DS,Racing,Ubisoft,0.09,0.04,0.0,0.01,0.14,,Handhelds
Samurai Shodown Anthology,2009-05-22,74.0,0.0,2,0,PS2,Fighting,Ignition Entertainment,0.07,0.06,0.0,0.02,0.15,,PlayStation Consoles
Samurai Shodown Anthology,2009-05-22,74.0,0.0,2,0,PSP,Fighting,Ignition Entertainment,0.08,0.0,0.0,0.01,0.09,,Handhelds
Samurai Shodown Anthology,2009-05-22,74.0,0.0,2,0,Wii,Fighting,Ignition Entertainment,0.06,0.0,0.0,0.0,0.06,,Wii Series
Monster Rancher EVO,2005-12-08,58.0,0.0,1,0,PS2,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,,PlayStation Consoles
"What Did I Do To Deserve This, My Lord!? 2",2009-12-03,73.0,0.0,0,0,PSP,Role-Playing,Nippon Ichi Software,0.05,0.0,0.18,0.01,0.24,,Handhelds
Hammerin' Hero,2008-05-15,73.0,0.0,1,0,PSP,Action,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07,,Handhelds
Mercury Meltdown,2006-08-24,73.0,0.0,1,0,PSP,Action,Atari,0.05,0.01,0.0,0.01,0.06,,Handhelds
Gunvalkyrie,2005-06-11,73.0,0.0,2,0,XB,Shooter,Infogrames,0.13,0.04,0.0,0.01,0.17,,Xbox Consoles
Major League Baseball 2K6,2006-04-03,68.0,0.0,3,0,PS2,Sports,Spike,0.37,0.01,0.0,0.06,0.44,,PlayStation Consoles
Major League Baseball 2K6,2006-04-03,68.0,0.0,3,0,X360,Sports,Spike,0.34,0.0,0.0,0.03,0.37,,Xbox Consoles
Major League Baseball 2K6,2006-04-03,68.0,0.0,3,0,XB,Sports,Take-Two Interactive,0.24,0.07,0.0,0.01,0.33,,Xbox Consoles
Major League Baseball 2K6,2006-04-03,68.0,0.0,3,0,GC,Sports,Take-Two Interactive,0.13,0.03,0.0,0.0,0.17,,Nintendo Consoles
Major League Baseball 2K6,2006-04-03,68.0,0.0,3,0,PSP,Sports,Unknown,0.11,0.0,0.0,0.01,0.12,,Handhelds
Jackass: The Game (DS),2008-01-15,46.0,0.0,0,0,DS,Action,Empire Interactive,0.06,0.0,0.0,0.01,0.07,,Handhelds
PixelJunk Monsters Deluxe,2009-10-01,86.0,0.0,0,0,PSP,Strategy,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,,Handhelds
Field Commander,2006-05-23,77.0,0.0,0,0,PSP,Strategy,Sony Online Entertainment,0.14,0.0,0.0,0.01,0.16,,Handhelds
Super Monkey Ball Deluxe,2005-03-15,78.0,0.0,0,0,PS2,Misc,Sega,0.12,0.09,0.0,0.03,0.24,,PlayStation Consoles
Super Monkey Ball Deluxe,2005-03-15,78.0,0.0,0,0,XB,Misc,Sega,0.11,0.03,0.0,0.01,0.15,,Xbox Consoles
Monster Lab,2008-11-04,75.0,0.0,4,0,Wii,Role-Playing,Eidos Interactive,0.28,0.02,0.0,0.02,0.32,,Wii Series
Monster Lab,2008-11-04,75.0,0.0,4,0,DS,Role-Playing,Eidos Interactive,0.12,0.01,0.0,0.01,0.14,,Handhelds
Monster Lab,2008-11-04,75.0,0.0,4,0,PS2,Role-Playing,Eidos Interactive,0.05,0.04,0.0,0.01,0.11,,PlayStation Consoles
Inuyasha: Secret of the Divine Jewel,2007-01-23,46.0,0.0,2,0,DS,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,,Handhelds
Beaterator,2009-10-02,80.0,0.0,0,1,PSP,Misc,Take-Two Interactive,0.06,0.02,0.0,0.02,0.09,,Handhelds
Two Worlds,2007-05-09,58.0,0.0,0,1,X360,Role-Playing,SouthPeak Games,0.41,0.23,0.0,0.07,0.71,,Xbox Consoles
Valhalla Knights 2,2008-05-29,50.0,0.0,1,0,PSP,Role-Playing,Rising Star Games,0.09,0.0,0.12,0.01,0.23,,Handhelds
Top Gear RPM Tuning,2005-02-24,45.0,0.0,2,0,XB,Racing,Wanadoo,0.01,0.0,0.0,0.0,0.02,,Xbox Consoles
Neopets Puzzle Adventure,2008-11-25,70.0,0.0,2,0,DS,Puzzle,Capcom,0.26,0.0,0.0,0.02,0.29,,Handhelds
Neopets Puzzle Adventure,2008-11-25,70.0,0.0,2,0,Wii,Puzzle,Capcom,0.19,0.02,0.0,0.02,0.23,,Wii Series
World Series of Poker,2005-08-31,46.0,0.0,1,0,PS2,Misc,Activision,0.39,0.01,0.0,0.06,0.47,,PlayStation Consoles
World Series of Poker,2005-08-31,46.0,0.0,1,0,XB,Misc,Activision,0.19,0.05,0.0,0.01,0.25,,Xbox Consoles
World Series of Poker,2005-08-31,46.0,0.0,1,0,PSP,Misc,Activision,0.19,0.0,0.0,0.02,0.21,,Handhelds
World Series of Poker,2005-08-31,46.0,0.0,1,0,GC,Misc,Activision Value,0.04,0.01,0.0,0.0,0.05,,Nintendo Consoles
WinBack 2: Project Poseidon,2006-04-25,48.0,0.0,0,0,PS2,Shooter,Tecmo Koei,0.01,0.01,0.0,0.0,0.01,,PlayStation Consoles
Untold Legends: The Warrior's Code,2008-10-02,65.0,0.0,2,0,PSP,Role-Playing,Ubisoft,0.14,0.12,0.0,0.08,0.33,,Handhelds
Pirates of the Burning Sea,2008-01-22,76.0,0.0,1,5,PC,Role-Playing,Koch Media,0.0,0.01,0.0,0.0,0.02,,PC
New Play Control! Pikmin,2009-03-09,89.0,0.0,2,0,Wii,Strategy,Nintendo,0.29,0.14,0.19,0.04,0.66,,Wii Series
SingStar ABBA,2008-11-14,67.0,0.0,1,0,PS2,Misc,Sony Computer Entertainment,0.23,0.04,0.0,1.09,1.36,,PlayStation Consoles
SingStar ABBA,2008-11-14,67.0,0.0,1,0,PS3,Misc,Sony Computer Entertainment,0.27,0.51,0.0,0.17,0.95,,PlayStation Consoles
Overlord: Minions,2009-06-23,58.0,0.0,1,0,DS,Puzzle,Codemasters,0.07,0.0,0.0,0.01,0.07,,Handhelds
Brothers in Arms DS,2007-06-07,72.0,0.0,0,0,DS,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04,,Handhelds
Chaos Wars,2006-09-21,64.0,0.0,1,0,PS2,Strategy,Idea Factory,0.0,0.0,0.04,0.0,0.04,,PlayStation Consoles
Power Stone Collection,2009-09-24,74.0,0.0,3,0,PSP,Action,Capcom,0.08,0.0,0.0,0.01,0.1,,Handhelds
Dora the Explorer: Dora Saves the Mermaids,2007-11-05,44.0,0.0,1,0,DS,Platform,Take-Two Interactive,0.97,0.01,0.0,0.08,1.06,,Handhelds
Dora the Explorer: Dora Saves the Mermaids,2007-11-05,44.0,0.0,1,0,PS2,Platform,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,,PlayStation Consoles
Dead Rising: Chop Till You Drop,2009-02-24,61.0,0.0,2,0,Wii,Action,Capcom,0.15,0.07,0.05,0.02,0.29,,Wii Series
Zathura,2005-11-03,43.0,0.0,2,0,PS2,Adventure,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,,PlayStation Consoles
Zathura,2005-11-03,43.0,0.0,2,0,XB,Adventure,Take-Two Interactive,0.02,0.0,0.0,0.0,0.02,,Xbox Consoles
Justice League Heroes: The Flash,2006-10-17,70.0,0.0,0,0,GBA,Action,Eidos Interactive,0.02,0.01,0.0,0.0,0.03,,Handhelds
Gunpey DS,2006-11-16,70.0,0.0,0,0,DS,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05,,Handhelds
Zubo,2008-10-03,75.0,0.0,1,0,DS,Misc,Electronic Arts,0.09,0.03,0.0,0.01,0.12,,Handhelds
Strikers 1945+,2009-12-05,53.0,0.0,0,0,PS,Shooter,Midas Interactive Entertainment,0.07,0.05,0.0,0.01,0.12,,PlayStation Consoles
Strikers 1945+,2009-12-05,53.0,0.0,0,0,SAT,Shooter,Atlus,0.0,0.0,0.05,0.0,0.05,,Other
Fighting Fantasy: The Warlock of Firetop Mountain,2009-10-17,45.0,0.0,1,0,DS,Role-Playing,Aspyr,0.09,0.0,0.0,0.01,0.09,,Handhelds
Graffiti Kingdom,2005-07-28,71.0,0.0,0,0,PS2,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.03,,PlayStation Consoles
Valhalla Knights: Eldar Saga,2009-09-29,35.0,0.0,0,0,Wii,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14,,Wii Series
EyeToy: Kinetic,2005-09-23,78.0,0.0,1,0,PS2,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.17,,PlayStation Consoles
Mercury Meltdown Revolution,2007-08-14,77.0,0.0,0,0,Wii,Action,Ignition Entertainment,0.16,0.0,0.0,0.01,0.18,,Wii Series
Adventures To Go!,2008-11-13,58.0,0.0,1,0,PSP,Role-Playing,Zushi Games,0.1,0.0,0.01,0.01,0.13,,Handhelds
Ultimate Board Game Collection,2007-10-16,47.0,0.0,0,0,Wii,Misc,Xplosiv,0.14,0.0,0.0,0.01,0.15,,Wii Series
Ultimate Board Game Collection,2007-10-16,47.0,0.0,0,0,PSP,Misc,Xplosiv,0.06,0.0,0.0,0.01,0.07,,Handhelds
Ultimate Board Game Collection,2007-10-16,47.0,0.0,0,0,PS2,Misc,Xplosiv,0.01,0.0,0.0,0.0,0.01,,PlayStation Consoles
Shaun the Sheep,2008-09-23,58.0,0.0,0,0,DS,Adventure,D3Publisher,0.04,0.0,0.0,0.0,0.05,,Handhelds
Mytran Wars,2009-04-17,68.0,0.0,0,0,PSP,Strategy,Deep Silver,0.08,0.02,0.0,0.02,0.12,,Handhelds
Jake Hunter: Detective Chronicles,2008-06-10,47.0,0.0,0,0,DS,Adventure,Aksys Games,0.02,0.0,0.0,0.0,0.02,,Handhelds
Fullmetal Alchemist Trading Card Game,2007-10-16,61.0,0.0,0,0,DS,Misc,Destineer,0.01,0.0,0.0,0.0,0.01,,Handhelds
The Con,2008-05-22,63.0,0.0,0,0,PSP,Fighting,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,,Handhelds
Dungeon Maker: Hunting Ground,2006-09-28,70.0,0.0,1,0,PSP,Role-Playing,Global A Entertainment,0.03,0.0,0.0,0.0,0.03,,Handhelds
Armored Core 3 Portable,2009-10-22,74.0,0.0,1,0,PSP,Simulation,From Software,0.0,0.0,0.08,0.0,0.08,,Handhelds
Star Trek: Tactical Assault,2006-01-11,64.0,0.0,1,0,DS,Strategy,Ubisoft,0.05,0.01,0.0,0.0,0.06,,Handhelds
Star Trek: Tactical Assault,2006-01-11,64.0,0.0,1,0,PSP,Strategy,Ubisoft,0.02,0.01,0.0,0.0,0.03,,Handhelds
Heatseeker,2007-03-30,61.0,0.0,0,0,Wii,Action,Codemasters,0.08,0.0,0.0,0.01,0.1,,Wii Series
Heatseeker,2007-03-30,61.0,0.0,0,0,PSP,Action,Codemasters,0.04,0.0,0.0,0.0,0.04,,Handhelds
Samurai Warriors: State of War,2009-07-09,64.0,0.0,0,0,PSP,Action,Tecmo Koei,0.07,0.0,0.11,0.01,0.19,,Handhelds
Skate It,2008-11-19,70.0,0.0,0,0,Wii,Sports,Electronic Arts,0.51,0.04,0.0,0.05,0.59,,Wii Series
Skate It,2008-11-19,70.0,0.0,0,0,DS,Sports,Electronic Arts,0.14,0.02,0.0,0.01,0.18,,Handhelds
Ford Mustang: The Legend Lives,2005-04-19,58.0,0.0,1,0,PS2,Racing,Take-Two Interactive,0.14,0.11,0.0,0.04,0.29,,PlayStation Consoles
Ford Mustang: The Legend Lives,2005-04-19,58.0,0.0,1,0,XB,Racing,Take-Two Interactive,0.07,0.02,0.0,0.0,0.09,,Xbox Consoles
WTF: Work Time Fun,2006-07-10,63.0,0.0,0,0,PSP,Puzzle,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.04,,Handhelds
Dora the Explorer: Dora Saves the Snow Princess,2008-10-27,47.0,0.0,0,0,Wii,Platform,Take-Two Interactive,0.5,0.03,0.0,0.04,0.57,,Wii Series
Dora the Explorer: Dora Saves the Snow Princess,2008-10-27,47.0,0.0,0,0,DS,Platform,Take-Two Interactive,0.27,0.16,0.0,0.04,0.46,,Handhelds
Dora the Explorer: Dora Saves the Snow Princess,2008-10-27,47.0,0.0,0,0,PS2,Platform,Take-Two Interactive,0.19,0.15,0.0,0.05,0.38,,PlayStation Consoles
Brothers in Arms Double Time,2008-09-23,45.0,0.0,0,0,Wii,Shooter,Ubisoft,0.11,0.0,0.0,0.01,0.13,,Wii Series
EA SPORTS Active,2009-05-19,81.0,0.0,1,0,Wii,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,,Wii Series
Pool Hall Pro,2009-05-01,62.0,0.0,0,0,Wii,Sports,Playlogic Game Factory,0.04,0.0,0.0,0.0,0.05,,Wii Series
Classic Action: Devilish,2007-05-09,40.0,0.0,0,0,DS,Misc,505 Games,0.06,0.0,0.0,0.0,0.07,,Handhelds
Eureka Seven Vol. 2: The New Vision,2007-04-23,40.0,0.0,1,0,PS2,Shooter,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,PlayStation Consoles
Samurai Warriors: Katana,2008-01-15,53.0,0.0,0,0,Wii,Action,Tecmo Koei,0.11,0.0,0.04,0.01,0.15,,Wii Series
EyeToy: Operation Spy,2005-11-15,53.0,0.0,0,0,PS2,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,,PlayStation Consoles
Grand Theft Auto V,2013-09-17,92.0,4.47,7058,74,PS3,Action,Take-Two Interactive,7.01,9.27,0.97,4.14,21.4,24.99,PlayStation Consoles
Grand Theft Auto V,2013-09-17,92.0,4.47,7058,74,X360,Action,Take-Two Interactive,9.63,5.31,0.06,1.38,16.38,24.99,Xbox Consoles
Grand Theft Auto V,2013-09-17,92.0,4.47,7058,74,PS4,Action,Take-Two Interactive,3.8,5.81,0.36,2.02,11.98,24.99,PlayStation Consoles
Grand Theft Auto V,2013-09-17,92.0,4.47,7058,74,XOne,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,24.99,Xbox Consoles
Grand Theft Auto V,2013-09-17,92.0,4.47,7058,74,PC,Action,Take-Two Interactive,0.36,0.64,0.0,0.08,1.08,24.99,PC
Portal 2,2011-04-18,95.0,4.59,5858,11,X360,Shooter,Valve Software,1.41,0.51,0.01,0.17,2.1,7.19,Xbox Consoles
Portal 2,2011-04-18,95.0,4.59,5858,11,PS3,Shooter,Valve,0.83,0.63,0.02,0.25,1.74,7.19,PlayStation Consoles
Portal 2,2011-04-18,95.0,4.59,5858,11,PC,Shooter,Valve Software,0.33,0.32,0.0,0.11,0.76,7.19,PC
Tomb Raider (2013),2013-03-05,86.0,4.06,3990,10,PS3,Action,Square Enix,0.6,1.31,0.08,0.52,2.51,,PlayStation Consoles
Tomb Raider (2013),2013-03-05,86.0,4.06,3990,10,X360,Action,Square Enix,0.86,0.87,0.01,0.17,1.92,,Xbox Consoles
Tomb Raider (2013),2013-03-05,86.0,4.06,3990,10,PS4,Action,Square Enix,0.47,0.64,0.06,0.25,1.41,,PlayStation Consoles
Tomb Raider (2013),2013-03-05,86.0,4.06,3990,10,XOne,Action,Square Enix,0.34,0.21,0.0,0.05,0.6,,Xbox Consoles
Tomb Raider (2013),2013-03-05,86.0,4.06,3990,10,PC,Action,Square Enix,0.06,0.25,0.0,0.05,0.36,,PC
The Elder Scrolls V: Skyrim,2011-11-11,94.0,4.42,4739,46,X360,Role-Playing,Bethesda Softworks,5.03,2.86,0.1,0.85,8.84,9.99,Xbox Consoles
The Elder Scrolls V: Skyrim,2011-11-11,94.0,4.42,4739,46,PS3,Role-Playing,Bethesda Softworks,2.55,2.71,0.25,1.05,6.56,9.99,PlayStation Consoles
The Elder Scrolls V: Skyrim,2011-11-11,94.0,4.42,4739,46,PC,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,9.99,PC
BioShock Infinite,2013-03-26,94.0,4.38,4092,12,X360,Shooter,Take-Two Interactive,1.22,0.57,0.02,0.15,1.96,19.99,Xbox Consoles
BioShock Infinite,2013-03-26,94.0,4.38,4092,12,PS3,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76,19.99,PlayStation Consoles
BioShock Infinite,2013-03-26,94.0,4.38,4092,12,PC,Shooter,Take-Two Interactive,0.28,0.3,0.0,0.08,0.67,19.99,PC
Borderlands 2,2012-09-18,89.0,4.01,3233,11,X360,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07,19.99,Xbox Consoles
Borderlands 2,2012-09-18,89.0,4.01,3233,11,PS3,Shooter,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28,19.99,PlayStation Consoles
Borderlands 2,2012-09-18,89.0,4.01,3233,11,PC,Shooter,Take-Two Interactive,0.42,0.41,0.0,0.11,0.93,19.99,PC
Borderlands 2,2012-09-18,89.0,4.01,3233,11,PSV,Shooter,Take-Two Interactive,0.43,0.21,0.01,0.19,0.83,19.99,Handhelds
PAYDAY 2,2013-08-13,79.0,3.52,2199,9,X360,Shooter,505 Games,0.33,0.21,0.0,0.05,0.59,7.49,Xbox Consoles
PAYDAY 2,2013-08-13,79.0,3.52,2199,9,PS3,Shooter,505 Games,0.21,0.15,0.0,0.08,0.44,7.49,PlayStation Consoles
PAYDAY 2,2013-08-13,79.0,3.52,2199,9,PS4,Shooter,505 Games,0.09,0.14,0.0,0.04,0.27,7.49,PlayStation Consoles
PAYDAY 2,2013-08-13,79.0,3.52,2199,9,XOne,Shooter,505 Games,0.08,0.07,0.0,0.01,0.17,7.49,Xbox Consoles
PAYDAY 2,2013-08-13,79.0,3.52,2199,9,PC,Shooter,505 Games,0.04,0.0,0.0,0.0,0.05,7.49,PC
Terraria,2011-05-16,81.0,4.07,2399,15,X360,Action,505 Games,0.35,0.31,0.0,0.06,0.72,6.99,Xbox Consoles
Terraria,2011-05-16,81.0,4.07,2399,15,PS3,Action,505 Games,0.07,0.26,0.09,0.07,0.49,6.99,PlayStation Consoles
Terraria,2011-05-16,81.0,4.07,2399,15,PC,Action,Unknown,0.0,0.13,0.0,0.02,0.15,6.99,PC
Terraria,2011-05-16,81.0,4.07,2399,15,PSV,Action,Screenlife,0.0,0.01,0.09,0.0,0.11,6.99,Handhelds
Terraria,2011-05-16,81.0,4.07,2399,15,3DS,Action,505 Games,0.0,0.03,0.04,0.0,0.08,6.99,Handhelds
Terraria,2011-05-16,81.0,4.07,2399,15,PS4,Action,505 Games,0.0,0.05,0.01,0.01,0.06,6.99,PlayStation Consoles
Terraria,2011-05-16,81.0,4.07,2399,15,XOne,Action,505 Games,0.0,0.04,0.0,0.0,0.04,6.99,Xbox Consoles
Terraria,2011-05-16,81.0,4.07,2399,15,WiiU,Action,505 Games,0.0,0.02,0.0,0.0,0.03,6.99,Wii Series
Metro 2033,2010-03-16,79.0,3.94,2223,2,X360,Shooter,THQ,0.22,0.24,0.03,0.05,0.55,,Xbox Consoles
Metro 2033,2010-03-16,79.0,3.94,2223,2,PC,Shooter,THQ,0.0,0.19,0.0,0.05,0.24,,PC
Middle-earth: Shadow of Mordor,2014-09-30,85.0,3.9,2496,13,PS4,Action,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99,,PlayStation Consoles
Middle-earth: Shadow of Mordor,2014-09-30,85.0,3.9,2496,13,XOne,Action,Warner Bros. Interactive Entertainment,0.72,0.5,0.01,0.1,1.32,,Xbox Consoles
Middle-earth: Shadow of Mordor,2014-09-30,85.0,3.9,2496,13,PS3,Action,Warner Bros. Interactive Entertainment,0.2,0.33,0.01,0.1,0.64,,PlayStation Consoles
Middle-earth: Shadow of Mordor,2014-09-30,85.0,3.9,2496,13,X360,Action,Warner Bros. Interactive Entertainment,0.28,0.21,0.0,0.05,0.54,,Xbox Consoles
